movie_code,review
m/creepshow_2," The episodes are marginally interesting, but each is a little too long. And each could be fully explained in a one-sentence synopsis."
m/creepy," A film that not only amply merits its name, but would make Norman Bates scratch his head at the sheer weirdness of what goes on here behind closed doors."
m/cries_and_whispers," The most haunting death story in the movies, exquisitely photographed, like a reverie just before the afterlife."
m/crime_after_crime_2011," While most people would do anything to get out of prison, this filmmaker fought his way in. Going undercover embedded in a legal defense team to expose legal improprieties. As art intertwines with struggle, in a strategy of creative cinematic espionage."
m/crime_and_punishment_in_suburbia, Every single thing about Crime and Punishment in Suburbia is stolen and tired.
m/crime_of_padre_amaro," A melodrama, a film that doesn't say priests are bad but observes that priests are human and some humans are bad."
m/crime_spree," Mirman seems lost in the uncomplicated, formulaic material of Crime Spree. It's as if he wasn't really sure where he wanted the film to go."
m/crimes_of_the_heart," There are moments when the movie doesn't seem to know where it's going, but for once that's a good thing because the uncertainty almost always ends with some kind of a delightful, weird surprise."
m/criminal_2016, An awkward memory-transplant thriller which could have done with its own intelligence graft ...
m/criminal_activities, It owes as much to Quentin Tarantino as the four bunglers owe to Eddie. Yet it doesn't feel like a mere imitation; it has too much wit and too many striking performances for that.
m/crimson_peak," Crimson Peak will make you believe in ghosts, but it will also make you believe in the magic of the movies yet again."
m/crimson_tide, There is so much excellent about this picture it is hard to know where to begin.
m/crip_camp_a_disability_revolution," ""Crip Camp"" proves some success stories only grow more powerful with age, and their ability to inspire action is timeless."
m/critical_care," The film is a stimulating mix of a medical drama and a courtroom showdown, with broad comedy from Brooks, a little sexual blackmail, and a touching subplot involving another terminally ill patient who thinks he is being visited by the devil."
m/critical_thinking," ""Critical Thinking"" is an inspiringly uplifting film reminding us of the potential of each and every student out there."
m/critters, The script's infectious sense of humor and a highly appealing performance by Grimes as the teenage hero help disguise the familiarity of it all.
m/critters_3, Is this the one in the apartment or the one in space? Does it matter?
m/critters_attack_2019, Quite boring and defeats the whole idea of a sequel by dodging everything that makes these movies so fun.
m/crocodile_dundee," The definition of a cheesy 1980s movie. Charming, though."
m/crocodile_dundee_2," The violence is still pleasantly paddling-pool stuff, but the disarming G'day factor has been pasteurised away."
m/crocodile_dundee_in_los_angeles," As thin and ephemeral as a TV variety show from the 1960s, and just about as au courant."
m/cronicas," Writer-director Sebastian Cordero keeps the moral conundrums on low boil while allowing the ominous, sweltering atmosphere to seep beneath your skin."
m/cronos, There were no unnerving images in Cronos. There's a lot of blood and gore -- but that's rather routine.
m/crooked_arrows," While 'Crooked Arrows' certainly isn't a good film by any objective standard, it has a good heart, and proves far more tolerable than many blockbuster sports movies."
m/crooked_house," Crooked House plunges us into an unexpected sense of mayhem and destruction, and what else can we do but give it the respect it so richly deserves?"
m/crooklyn, As a director...Lee's standard bag of gimmicks reaches a most unpleasant zenith here.
m/cropsey," Cropsey continues what's been a welcome trend this year toward documentaries with strong, surprising narratives."
m/cross_creek," The script may take some liberties with the facts, but when the resulting movie is this likeable you soon cease to care."
m/cross_of_iron," Peckinpah indulges in endless combat scenes (this was his only war movie), which try the patience of viewers who came for the real story."
m/crossfire_1989, a drawn-out hour of investigation that looks like a schoolyard game of C.S.I.
m/crossfire_trail, The hero's mission is clear -- to protect and serve -- and Selleck conveys that with a silent strength.
m/crossing_delancey, A well directed and sensitive portrayal of match-making in the 20th century
m/crossing_guard," though Penn doesn't always seem to know where he's going, his movie doesn't altogether miss its destination."
m/crossing_over, The only debate that Crossing Over will inspire is whether or not it's supreme awfulness is enough to qualify it for so-bad-its-good status.
m/crossing_the_line_2007," One commendable but far too brief section of the documentary, presents through horrific images and testimony, the gruesome atrocities visited upon the DPRK civilians which exceeded even the US mass carnage against the Vietnamese in that invasion."
m/crossover," Crossover skimps on court-level pyrotechnics (we get a game in the beginning and, of course, a big game at the end, and that's about it) in favor of dry urban melodrama."
m/crouching_tiger_hidden_dragon, Just might be one of the best kung fu movies ever made.
m/crow," [Proyas] employed a lot of talent in order to make this film heavy with the dark atmosphere of gritty, rainy megalopolis without hope for its inhabitans."
m/crow_salvation," Although I wouldn't quite go so far as to recommend it, the movie does have a terrific look and some intriguing, albeit overly dramatic, acting."
m/crow_the_city_of_angels, Little more than a subpar remake of the first outing.
m/crown_and_anchor," Even with its nagging, lumbering elements, Crown and Anchor succeeds in taking a hard look on the how our childhoods turn us into the misfit adults we are, and not to find answers, but to simply (and starkly) observe the effects."
m/crown_heights_2017," The tragic story of Colin Warner doesn't so much come to life on the screen as it is responsibly recalled in Crown Heights, aided by effective performances and some streamlined storytelling."
m/crown_vic," Set over the course of one difficult night shift, Joel Souza presents a down-and-dirty look at the often thankless career of a beat cop in his gritty thriller."
m/crshd, It's a rare movie to acknowledge that technology is not just a feature of young people's lives but often the very thing providing the fodder that drives all discussions.
m/cruel_intentions," It works only sporadically, and more as a comic outing than as a vicious battle of sexual predation."
m/cruel_intentions_2," if he intended to produce a straightforward two-hour original prequel, the writer-director would have made certain that the script was less meandering."
m/cruising," The most shocking thing about Cruising (shown in 2007 Cannes Fest), which occupies a unique place in film history, is its thematic and visual audacity, the fact that it was made by a mainstream director (Friedkin) and studio; it will never happen again."
m/crumb, an absolutely disarming documentary and one of the very best of its kind
m/crush_the_skull, A sharp offering that should send savvy horror fans home happy.
m/crusoe, Crusoe is a film with a few important things to say and a magnificent way of saying them.
m/cry-baby, Better than Grease. Overlooked but fabulous John Waters' musical.
m/cry_freedom, One of the best films of 1987 with its searing condemnation of racism and violence in South Africa.
m/cry_in_the_dark," Streep -- yes, with another perfect accent -- brings her customary skillfulness to the part. It's not a showy performance, but the heroine's internal struggle seems to come from the actress' pores."
m/cry_of_the_owl-2009," Overall, it's the kind of technically proficient, deliberately paced, grim sleepwalk that leaves one cold rather than cracked open."
m/cry_wolf_2005," The current state of the American horror genre is, sadly, in a current state of horror."
m/crying_game," If you're waiting for something explosive to happen, that may be the case, but if you're absorbing the meticulous and subtle character interaction, the pacing is perfect."
m/crypto, The characters all feel like they've been copied and pasted from hundreds of other movies that end with armed standoffs in some featureless field or warehouse.
m/crystal_fairy, Uneven- but often hilarious. Gaby Hoffman is terrific.
m/csa_the_confederate_states_of_america," Ingenious and disturbing, it's not really about the past but the present -- a witty successor to 'Fahrenheit 9/11.'"
m/csny_deja_vu," CSNY fires up this rousing rockumentary, the camera's rough cut tendencies not withstanding. In other words, call me stuff like geriatric and bloated - as malice-minded talking head reporters do - but whatever you do, don't diss my peace activism."
m/cthulhu," A trippy, unsettling experience with a clear eye for mesmerizing visuals. Genre fans grown weary by today's mainstream spate owe it to themselves to seek out this grim, creatively sumptuous, unapologetically chilling indie effort."
m/cub," This backwoods camping adventure and folk-legend fusion flies off the rails, unleashing a grotesque and vile nature in every character. ""Cub"" will leave you wanting to pack up your things and head home early."
m/cuba_and_the_cameraman, ... Cuba and the Cameraman is sustained by the strong bonds of trust which the gregarious [director Jon] Alpert has evidently been able to maintain with Cubans from various echelons of this theoretically classless society.
m/cuban_fury_2013," You can dress it up all you want, but there's no hiding the fact that Cuban Fury is as bland as they come."
m/cubby," The character of Mark Nabel wouldn't seem out of a place in a Will Ferrell slacker comedy, or one of Tim Robinson's more outlandish sketches - a familiar comic character, but one that feels thrillingly alien within a film aimed at queer audiences."
m/cube," Vincenzo Natali directs this science fiction thriller with an intriguing premise. Unfortunately, there's little to Cube besides that premise and some creative filmmaking techniques."
m/cube_2_hypercube, A sleek continuation of an unexpectedly good franchise.
m/cuck, Cuck is a hard watch but [Rob] Lambert's willingness to look directly at a social phenomenon frequently trivialised or abstracted from the human does him credit.
m/cujo," The movie is as nasty and single-minded as Cujo himself: It's simple, and it works."
m/cult_of_chucky," May be the best Chucky movie ever. It's at least the best since Bride of Chucky... It'll surprise even the biggest Chucky fans. And that's me. I'm the biggest Chucky fan and it surprised me. Certainly, this is the most ambitious Chucky."
m/cunningham," A must for dancers and fans of the art-form, ""Cunningham"" is a meditative and often beautiful portrait of dancer and choreographer Merce Cunningham."
m/cupcakes_2015," With a big handful of Almodvar thrown into Cupcake's mixing bowl, and input from the Scissor Sisters' Babydaddy, it will surely find its natural audience."
m/curious_case_of_benjamin_button, A wildly ambitious fantasy which contains many intriguing elements and superb production values but ultimately fails to cohere as the epic tragedy it wants to be.
m/curly_sue, Any similarity between Curly Sue and Shirley Temple is practically intentional.
m/curse_of_chucky, 'Curse of Chucky' [is] alarmingly good...Chucky fans should rejoice as [it] is clearly going to re-ignite the franchise for years to come. Chucky has never looked better...
m/curse_of_frankenstein," [A] routine horror picture, which makes no particular attempt to do anything more important than scare you with corpses and blood ..."
m/curse_of_the_cat_people, It makes a rare departure from the ordinary run of horror films and emerges as an oddly touching study of the working of a sensitive child's mind.
m/curse_of_the_demon," This was a first-rate classic horror story, whose richness is enhanced because the shock scenes are understated and left mostly to one's imagination."
m/curse_of_the_golden_flower," Pardon the momentary lapse into geek-speak, but Zhang Yimou's latest wu xia spectacle Curse of the Golden Flower is ten kinds of awesome."
m/curse_of_the_jade_scorpion," The Curse of the Jade Scorpion is, flat out, the funniest comedy Woody Allen has made in years."
m/curse_of_the_pink_panther," Yes, because we all know that the American equivalent to Peter Sellers is ... Ted Wass."
m/curtiz," You don't have to be a film buff to dislike Curtiz, but it doesn't hurt."
m/curvature," The story is not really new, but it has enough science fiction to satisfy viewers tired of superheroes."
m/curve, Rare that you'll see this many moronic plot twists in just one movie.
m/custer_of_the_west, A lumbering biopic on the misunderstood courageous Civil War and Indian fighter General George Armstrong Custer.
m/cut_bank," If it be fated that every state eventually gets a Fargo knockoff to call its own, Montana will be disappointed that there's turned out to be as bloodless as Cut Bank."
m/cut_shoot_kill," In a summer plagued by a lack of originality, Cut Shoot Kill slashes the competition."
m/cut_snake," It's a minor story with minor ambitions, yet it manages to deliver a fully satisfying and moving experience."
m/cutie_and_the_boxer, A finely textured and beautifully told story of two Japanese artists in New York and their challenging 40-year marriage.
m/cutters_way," The result is nothing less than a modern masterpiece, and a film ripe for rediscovery."
m/cutthroat_island, It takes a two-hour act of will to keep facing the screen during this moribund movie.
m/cyber_seniors," If there's a film that will make you want to finally accept that friend request from your grandparents, this one is it."
m/cypher," A bit too clever and precious for it's own good, it's a fairly decent yet predictable near-future thriller."
m/cyrano_de_bergerac_1950," ...good acting, eloquent dialogue, high adventure, and, most of all, heartbreaking romance."
m/cyrus," All the improvised dialogue, herky-jerk camerawork and social discomfort of previous Duplass films is here, along with name actors playing damaged but ultimately human characters."
m/d2_the_mighty_ducks, Ducks return to ice in sequel that focuses on sportsmanship.
m/d3_the_mighty_ducks, Rousing conclusion of the trilogy following through on several character arcs.
m/d_tox, It's one pussy-ass world when even killer-thrillers revolve around group therapy sessions.
m/d_train," A very different movie than you think, this is a warm, generous, kindhearted film that dares to go places other such comedies fear to tread."
m/da_sweet_blood_of_jesus," Given free rein by his fans' money, Lee has made a movie that's both uncompromising and often inexplicable."
m/da_vinci_code, ... more entertaining and satisfying than the novel.
m/dad, A multidimensional family drama that deals squarely with the challenges and difficulties of old age and a long marriage.
m/daddy_day_camp," The screenplay is attributed to three writers. That means if the film's funny parts were divided evenly among them, they each wrote zero."
m/daddy_day_care, A failed third-rate sitcom is exactly what Daddy Day Care looks and sounds like.
m/daddy_issues_2020," A feeble comedy with a duller-than-dull script, colorless characters and a posh-accented ""star"" who seems like a born bit player"
m/daddys_home_2," Daddy's Home 2 makes me feel sorry for disparaging A Bad Moms Christmas. That movie is still lacking, but at least the filmmakers managed to get the most out of the actors who played the bad grandmas."
m/daddys_home_2014, It's by-numbers filmmaking that rarely adds up to anything worth the price of admission.
m/daddys_little_girls," ...this is easily Perry's best film, which is to say it's serviceably mediocre rather than godawful."
m/dads-army," It's a time-honored style of comedy, accessible to a broad audience, and it works on its own terms, without too many ill-advised attempts at modernization."
m/dagon," For our money, Dagon is very possibly the best Lovecraft movie produced so far (we're overlooking Carpenter's underrated In The Mouth of Madness because that was only tentatively inspired by Lovecraft's mythos)."
m/daguerrotype," ... Daguerrotype is certainly a mess, though it's easy to surmise why he was attracted to bring his interest in ghosts, phantoms, and psychological displacement to cinema's birthplace."
m/dahmer," Renner's performance as Dahmer is unimpeachable, fascinating without being charismatic."
m/dai_nipponjin," As in life, the nonmonster stuff goes on too long. But wait until the giant baby shows up."
m/daisy_kenyon, The women's pic is given a far better treatment than it deserved.
m/daisy_miller, The first and perhaps the final question to be asked about Peter Bogdanovich's adaptation of Henry James' novella is just why he chose to embark on it.
m/daleks_invasion_earth_2150_ad," Very tame but marginally better than the first, with the Daleks unsurprisingly coming to grief after invading a ruined London of the future and robotising the inhabitants. Very variable special effects and often excruciatingly cheapo sets."
m/dalida_2017," Despite running just over two hours, there is almost no sense of who Dalida was beyond the private lover and the public performer."
m/dallas_buyers_club_2013," ...while the film might not drop the cumulative emotional anchor you may expect...it's a smartly entertaining tale, delivered with respect for its subject matter, but also wisely knows you can be fun and funny even in the arena of an AIDS drama."
m/damage," Stephen and Anna are wrong to do what they do in Damage, but they cannot help themselves. We know they are careening toward disaster. We cannot look away."
m/damascus_cover, Overstuffed with groaningly familiar espionage tropes.
m/dames," The movie belongs to Berkeley and his wondrous production numbers, which are all erotic fantasies."
m/damien_omen_ii, Damien is really just more of the same as The Omen.
m/damned_united," Smarter than Escape To Victory, more fun than Bend It like Beckham, but not quite the title-winning charge we were hoping for. Might challenge for a Champions League spot though."
m/damsel," Throughout its twisty path, Damsel unfolds against a polished backdrop of the lush outdoors."
m/damsels_in_distress," If Easy A was Mean Girls's copycat little sister, then Damsels is her impossibly cool older cousin."
m/dan_in_real_life," Steve Carell's pursed-lipped awkwardness and sweet buffoonery are both in fine form, but those endearing qualities aren't nearly enough to salvage Peter Hedges's incorrigibly hackneyed film."
m/dana_carvey_squatting_monkeys_tell_no_lies," A Carvey comedy special comes with special problems -- for one, a star with minimal skills for stand-up comedy. He's wildly repetitious, punishing to hear in his gnawing on the same mirth-free shtick."
m/dance_academy_the_comeback," What it lacks in surprises, it makes up for in poise, a standard coat of glossy-imaged polish, and an affable teen melodrama air."
m/dance_flick," Not a perfect 10, but the Wayans crew hit their mark more than they miss."
m/dance_girl_dance," Dorothy Arzner's best film, Dance, Girl, Dance, spotlights women's inner worlds."
m/dance_me_outside," [Dance Me Outside] packs a lot of punch into an offbeat drama that at first appears to be headed nowhere. Ultimately, though, you feel involved in lives that end up touching home."
m/dance_with_me," The movie is largely gimmicky melodrama lathered with cheap, feel-good sentimentality."
m/dancer_2016," There have been at least half a dozen good ballet documentaries in the last few years, but none with as riveting a subject as Sergei Polunin."
m/dancer_in_the_dark," Von Trier is poking at subconscious safety nets we turn to for reassurance in ways both pretentious and provocative, depending on the predisposition of the beholder."
m/dancer_upstairs, Director John Malkovich does a slow-motion Costa-Gavras.
m/dances_with_wolves," [A] beautiful and soft-headed frontier epic, which looks at Native Americans through New Age-colored glasses."
m/dancing_across_borders," An illuminating profile but a sloppy snapshot of the immigrant experience, Anne Bass(TM)s documentary charts the rise of Cambodian Sokvannara Sar on America(TM)s ballet stages."
m/dancing_at_lughnasa, so beautifully captures the details of its time and place and its characters' lives that it's difficult to resist being drawn in.
m/dancing_at_the_blue_iguana," The strippers each fit into nice clearly delineated archetypes (a function of most strippers' personas, but one you don't expect to be as well defined in their real lives)."
m/dancing_in_jaffa_2013, This heartwarming doc illustrates the power of dance to bring people together.
m/danger_close_2017," By focusing on Quade's absolute respect for military service and authority, Salzberg and Tureaud miss an opportunity to explore her pragmatic conservatism, lyrically expressed in her profiles of unquestioning heroism."
m/danger_close_2019," While the brutal and unflinching battle scenes are superbly crafted with an intensity that's truly unsettling, the film is let down by its overreliance on tired clichés and generic war movie tropes."
m/danger_diabolik," Although it's too long and eventually loses track of Itself, Danger: Diabolik is very nearly the movie Barbarella should have been."
m/dangerous_beauty," Only McCormack manages to breathe any urgency into a tale that takes far too long to escape the fate of too many films set in Venice, in which San Marco and the Grand Canal's gondola fleet overwhelm story and characters."
m/dangerous_ishhq, What at first appears to be a conventional thriller about a woman's desperate efforts to rescue her kidnapped fianc takes a mystical turn.
m/dangerous_liaisons_2012," Revenge may be a dish best served cold, as the novel suggested, but steamy adaptations simply can't be doled out lukewarm."
m/dangerous_lies_2020," Uninspired woman-in-jeopardy story has violence, swearing."
m/dangerous_lives_of_altar_boys," Though certainly original in form, Altar Boys requires a taste for Swamp Thing-type animation, doubled with a deafening score."
m/dangerous_minds," There's not enough backstory for or insight into any of the characters, which keeps them at an emotional distance."
m/dangerous_woman," It's acting of an order that deserves better than the film's cheap, final grope for melodrama."
m/daniel_and_ana," The director effusively fixates on the siblings' post-traumatic stress, conveyed throughout fancily composed and classically scored scenes that suggest parodies of Michelangelo Antoninoi's ennui-clogged style."
m/daniel_isnt_real, Echoes of... Rosemary's Baby and The Tenant-era Polanski run throughout the film but Daniel Isn't Real is very much its own distinct fever dream of chimerical unease. Highly recommended.
m/danika, Upsetting that it had to go for the easy genre closer instead of exploring the universal parental mentality that Danika had going for it until the final half-hour.
m/danny_collins," A familiar late-in-life redemption narrative, made surprisingly palatable by Pacino's winning comic bravado, a superb supporting cast, and currents of real feeling that cut through the expected bromides about the emptiness of fortune and fame."
m/danny_deckchair," A highly original and delightfully funny romantic comedy, Danny Deckchair just goes to show that dreams do have wings and love can sometimes fall out of the sky."
m/danny_says, It ends on a muted whimper of a note that one doesn't expect given that the film's subject is such an immensely entertaining raconteur.
m/danny_the_dog, Jet Li lets fly with his fists and feet of fury. Which is all to the good. It's the sentimental story that screenwriter Luc Besson sandwiches in between fights that induces a gag reflex.
m/dantes_peak," Leslie Bohem's script is almost self-parody, but director Roger Donaldson keeps a straight face throughout."
m/darby_ogill_and_the_little_people, This excellent fantasy romps through the folklore world of Ireland.
m/dare," The actors, all great camera subjects, help give director Adam Salky's overly pat movie a trace of confessional conviction."
m/daredevil," Spectacular set-piece shunts spectacular set-piece, without a strong narrative arc to hook the viewer."
m/darjeeling_limited," The ingredients that have increasingly defined Wes Anderson's films seem, with The Darjeeling Limited, to have become something like limitations."
m/dark-shadows-2010," The clownish vampire with a Napoleonic hairdo and blood dripping from his chin is a great vehicle for the chameleon Johnny Depp, but the sort of fun we had with the Addams Family is also missing"
m/dark_blue," Refreshingly devoid of flashiness or artificially pumped-up action, this gripping, well-constructed police thriller ... showcases a tightly controlled performance from Kurt Russell."
m/dark_blue_world, The filmmakers give us a bitter taste of both the Nazi and Red regimes and take pains to remind us that one form of totalitarianism is no less cruel than another.
m/dark_city," ...what counts here is the show, the creation of a strange world by a filmmaker who clearly knows science fiction and fantasy, past and present, and wants to share his love for it."
m/dark_crimes," Glum, degrading and dull exploitation film featuring Jim Carrey as ""the last honest cop in Poland."""
m/dark_crystal, One of Henson's shining moments in modern-day cinema
m/dark_days," These are not mole-men, these are people who once had lives like everyone else. In the cold, in the dark, it's all too easy to forget that. Singer makes sure that we don't."
m/dark_encounter," [Carl] Strathie succeeds in demonstrating his skill, but the result is rather overcooked."
m/dark_habits, It's hard to imagine how it could be any more Almodovar-esque than it is.
m/dark_half, The film's biggest disappointment is that it doesn't develop its preternatural opening theme.
m/dark_horse_2011," Solondz's most waywardly endearing film, his gentlest triumph."
m/dark_matter, A middling academic drama that passes pleasantly enough for roughly an hour before detouring into a tacked-on tragic climax.
m/dark_of_the_sun," Iron-fisted Rod Taylor actioner, also starring Jim Brown."
m/dark_passage, The film is almost stolen by bizarre performances by both Agnes Moorhead and Clifton Young.
m/dark_phoenix, A lazy treadmill of a sci-fi morality play that wastes a terrific cast. A numbingly dull game of mutant checkers that has no idea how to tell a woman's story except filtered through the eyes of men.
m/dark_places_2015, The direction is key in this film. Mystery shows itself little by little and guides you step by step. This simple decision creates a trust-fear relationship between the characters and the audience. [full review in Spanish]
m/dark_river_2018," Once again, Barnard delivers an intimate take on a difficult subject, raising anticipation for her future work should she decide to scale up."
m/dark_skies_2013," It is by no means a great movie. But it's well made, well acted, and reasonably tense and involving. (Full Content Review for Parents also available)"
m/dark_summer_2015," The cacophony of visions, broken mirrors, and mutilations only points to the ghost in the machine respecting The Craft as its spirit animal."
m/dark_tide_2011," An eternal morass of dreary conversations, paper-thin character development, and plot convolutions that were old hat by the time Jaws 2 showed up."
m/dark_touch_2013, De Van appears to think that throwing every horror cliche in the book at something will make for atmosphere.
m/dark_victory," One of Bette Davis' best acted, most enjoyable melodrama, in which she gloriously plays a dying blind woman."
m/dark_was_the_night," As generic as its title, Jack Heller's monster-in-the-woods horror film aspires to be the stuff of nightmares but instead merely lulls the viewer into an untroubled sleep."
m/dark_water," Salles realizes the rotten dank desperation of her life so vividly that he has made, in effect, the first collapse-of-the- middle-class horror movie."
m/dark_waters_2019," A movie with a story as urgent as this needn't look lovely, and yet Dark Waters often does, finding beautiful patterns and motifs in the quotidian stuff of folders and desk lamps and stacks of paper."
m/darkest_hour_2017," Balances the great orator's public triumphs with more vulnerable private moments of self-doubt, elevating the inner workings of British government into a compelling piece of populist entertainment."
m/darkman," It comes on exceptionally strong, sure of itself and its basic, primitive hold on the audience."
m/darkman_ii_the_return_of_durant," Horrible sequel, even for straight-to-video fare. Why would Durant be a big villain? He was a henchman. Darkman III was a tad better, but both sequels lack the Raimi touch."
m/darkness, One can only imagine how much scarier some of Balaguer's images would be without the abrasive soundtrack.
m/darkness_falls, Darkness Falls is a no-brainer that aims to entertain even if it doesn't enlighten.
m/darkon," A documentary that peers casually into the inner workings of a game and lets us laugh at -- er, with? -- the participants."
m/darlin," Every few minutes, I feel yanked out of its world and reminded that I'm watching an erratic albeit ambitious film. It's hard to be completely, emotionally invested in the story."
m/darling_2016," Using the simplest of settings - and familiar genre devices - Mickey Keating's horror outing ""Darling"" manages to conjure an effectively unsettling miasma."
m/darling_companion, Diane Keaton's frequent bouts of hysteria are numbing in this otherwise amiable shaggy dog story.
m/darling_lili, [Julie Andrews] is doing what she does best and what her fans expect her to do.
m/daryl," To be sure, we`re not talking about a bad movie, just one that could have been so much better."
m/date_and_switch," A largely enjoyable and credible coming-of-age romp, despite some forced broadness and uneven pacing."
m/date_night, The old mistaken identity device (brilliantly handled in Hitchcock's North by North West) that leads innocent characters into deadly danger provides the pivot for a comedy about the pitfalls of marriage as a vehicle for long term relationships
m/daughter_from_danang, The obnoxious title character provides the drama that gives added clout to this doc.
m/daughter_of_the_wolf, A subpar vehicle for an action star who deserves better.
m/daughters_of_the_dust," It is an astonishing, vivid portrait not only of a time and place, but of an era's spirit."
m/dave, Nothing but entertaining - a sheer delight from beginning to end. Kline is a marvel.
m/dave_chappelle_sticks_and_stones," Sticks and Stones is designed to generate inflammatory coverage... It's a symbiotic cycle with no end in sight, and it's become the last thing a beloved provocateur should ever want to be: predictable."
m/david_and_bathsheba, Entertaining less as a Bibilical epic than as an epic exercise in extreme camp.
m/david_and_layla," This is more suffering than should be asked of anyone to endure, but with admirable perversity, Jonroy decided to make a romantic comedy based on the love between an American Jew and a Kurdish Muslim woman whom the writer-director met in Paris."
m/david_cross_making_america_great_again," Are many of these jokes in horrible taste? Absolutely. Can Cross's comedy be difficult to watch? Yes, and not least because, you, like me, may find yourself guiltily chuckling at the punch lines."
m/davy_crockett_king_of_the_wild_frontier," Feature version of three TV Disney episodes still fun, exciting"
m/dawn_of_the_dead," Doesn't stop to take its breath, and it remains frequently scary in the moment without leaving much to chew on afterwards."
m/dawn_of_the_planet_of_the_apes," This vivid, violent extension of humanoid ape Caesar's troubled quest for independence bests its predecessor in nearly every technical and conceptual department ..."
m/dawn_patrol_2015," The opposite of enlightenment, the film hides its anxieties behind a mlange of third-rate grit and playful xenophobia."
m/day_after_tomorrow," Mother Nature is a *****, but another Ice Age would at least put sermonizing blockbuster filmmaking like this on deep freeze."
m/day_at_the_races," The Marx Brothers' second MGM movie (1937) has its moments, but the anarchy of the Paramount period was obviously gone forever."
m/day_for_night," A poem in praise of making movies. Not good movies, not bad movies -- movies."
m/day_night_day_night," This is a movie that's better left unexplained, since part of what is so breathtaking is Loktev's strength as a storyteller and Williams's expressiveness as an actor."
m/day_of_the_dead_bloodline_2018," If you're hungry for a good zombie homage to Romero's work, look no further than Zack Snyder's Dawn of the Dead. Bloodline is just plain rotten."
m/day_of_the_falcon," Ambitious but very tedious and talkatively hackneyed, redeemed just a smidge by the money shots of a swarm of extras on horseback sweeping across the sands."
m/day_of_the_flowers_2012," It's a likeable film, if not a particularly riveting one, easily enjoyed and just as easily forgotten."
m/day_of_the_jackal, Zinnemann's tale of an extremist faction's plot to kill the celebrated French leader and the authorities' efforts to capture the mercenary assassin hired for the job achieves a dignified tone and compelling pace seldom seen in latter-day thrillers.
m/day_of_the_locust, Accurately captures the intent of West's dark masterpiece.
m/day_of_the_outlaw," Harlan, best known for working with Howard Hawks and his work on To Kill a Mockingbird, magnificently captures what may very well be one of the best scenes from the 1950s."
m/day_the_earth_stood_still," The original 1951 film carried a timely anti-nuclear message, but this film wouldn't dare offend anyone by even mentioning the phrase ""global warming."""
m/day_watch," Bekmambetov mostly keeps his story moving forward on the back of his immensely likable protagonist, played by Konstantin Khabensky."
m/day_zero," This is not a watered-down take on what would happen if the men we know got drafted--it aims for the jugular. And hits it, hard."
m/daybreakers," Even if the premise turns out to be juicier than the payoff, this sci-fi/horror thriller suggests the Spierig brothers' future might be bright."
m/daydream_nation," To a large degree, the film is a platform for Dennings, with her young-but-wise blend of vulnerability and take-charge brashness that make her an utterly plausible magnet for sensitive dudes."
m/daylight," Though the explosion that seals off New York and New Jersey will have even curious theater concession stand crews bolting their posts, the characterizations are strictly low-cal."
m/daylight_2011," Barker leaves the histrionics to other thrill-makers, opting for the excruciating slow boil."
m/daylight_robbery," Tonally askew, comedically misjudged and drearily thuggish, this can be filed with any number of post-Lock, Stock caper comedies where psychopaths are portrayed as lovable geezers."
m/days_and_clouds, Elsa (Margherita Buy) and Michele (Antonio Albanese) have a problem: They're a married couple in a middlebrow arthouse movie.
m/days_and_nights_2013," The cast, so packed with talent that Jean Reno and Cherry Jones barely register, is stuck with stagey dialogue. Juliet Rylance, in the Nina part, has a particularly hard time."
m/days_of_glory_2007," Big budgeted ($16 million) multi-national production downplays its epic scale with a nicely-tuned ensemble that concentrates on personalities rather than battles, highlighting the contribution these men made despite treatment as second-class soldiers."
m/days_of_grace," This is genre filmmaking taken to its pulpiest extreme, an example of style over substance to be sure, but what style."
m/days_of_heaven," One thing that certainly can be said about Terrence Malick's Days of Heaven: it's not sentimental or manipulative. Unfortunately, it's also not particularly involving."
m/days_of_thunder, Producers Don Simpson and Jerry Bruckheimer have raised formula films to a science.
m/daytrippers," Unfortunately, to reveal that this funny family movie is bisexual actually will ruin the film for anyone who wants to see it."
m/dazed_and_confused," For a film like this, casting is everything, and the players are quite appealing."
m/dcu_justice_league_the_flashpoint_paradox," It's the butterfly effect as comic book apocalypse and it's a dark, brutal animated film."
m/ddongpari, Impressive first effort by the writer/director/producer/star this downbeat drama is sincere and authentic.
m/de_rouille_et_dos_2012," The entire picture feels like a poetic-grunge generality, with a penchant for jacked-up tension that feels applied to the situation, not pulled from within the people on screen."
m/de_sade," This awful attempt to do a movie biography of the Marquis de Sade falls flat, with embarrassing performances from all of the actors."
m/de_zaak_alzheimer, Van Looy has created a fast-paced and stylish thriller.
m/dead-man-running," It has a quality cast, but we've run round this track too many times, while the script jogs from scene to scene without any surprises."
m/dead-of-night-2009," a lazily-assembled greatest-hits collection of horror iconography stitched together with little depth, less purpose, and almost no entertainment value."
m/dead-or-alive," The tamest image in the movie is of a terrified man, about to be blown full of holes in a restaurant kitchen, who accidentally breads and deep-fries one of his hands."
m/dead_again," A film that is filled to the brim with energy, bravaura, and unbridled passion, a film that speaks only in broad strokes and leaves one feeling completely satisfied by its wild conclusion."
m/dead_alive," A gore classic featuring an ***-kicking priest, a grandmother swallowing a cat whole, a house full of zombies, and a lawnmower."
